installment_id,loan_id,customer_id,installment_no,due_date,amount_due,payment_status,payment_date,remaining_balance
INS-00261,LOAN-0029,CUST-0029,54,30-12-2026,"4293,18",Unpaid,,"25759,08"
INS-00262,LOAN-0029,CUST-0029,55,30-01-2027,"4293,18",Unpaid,,"21465,9"
INS-00263,LOAN-0029,CUST-0029,56,02-03-2027,"4293,18",Unpaid,,"17172,72"
INS-00264,LOAN-0029,CUST-0029,57,30-03-2027,"4293,18",Unpaid,,"12879,54"
INS-00265,LOAN-0029,CUST-0029,58,30-04-2027,"4293,18",Unpaid,,"8586,36"
INS-00266,LOAN-0029,CUST-0029,59,30-05-2027,"4293,18",Unpaid,,"4293,18"
INS-00267,LOAN-0029,CUST-0029,60,30-06-2027,"4293,18",Unpaid,,0
INS-00268,LOAN-0035,CUST-0035,1,17-01-2023,"6513,31",Paid,18-01-2023,"169346,06"
INS-00269,LOAN-0035,CUST-0035,2,17-02-2023,"6513,31",Late,28-02-2023,"162832,75"
INS-00270,LOAN-0035,CUST-0035,3,17-03-2023,"6513,31",Paid,20-03-2023,"156319,44"
INS-00271,LOAN-0035,CUST-0035,4,17-04-2023,"6513,31",Late,30-04-2023,"149806,13"
INS-00272,LOAN-0035,CUST-0035,5,17-05-2023,"6513,31",Paid,18-05-2023,"143292,82"
INS-00273,LOAN-0035,CUST-0035,6,17-06-2023,"6513,31",Paid,19-06-2023,"136779,51"
INS-00274,LOAN-0035,CUST-0035,7,17-07-2023,"6513,31",Paid,21-07-2023,"130266,2"
INS-00275,LOAN-0035,CUST-0035,8,17-08-2023,"6513,31",Paid,21-08-2023,"123752,89"
INS-00276,LOAN-0035,CUST-0035,9,17-09-2023,"6513,31",Paid,20-09-2023,"117239,58"
INS-00277,LOAN-0035,CUST-0035,10,17-10-2023,"6513,31",Paid,18-10-2023,"110726,27"
INS-00278,LOAN-0035,CUST-0035,11,17-11-2023,"6513,31",Paid,18-11-2023,"104212,96"
INS-00279,LOAN-0035,CUST-0035,12,17-12-2023,"6513,31",Paid,19-12-2023,"97699,65"
INS-00280,LOAN-0035,CUST-0035,13,17-01-2024,"6513,31",Paid,18-01-2024,"91186,34"
INS-00281,LOAN-0035,CUST-0035,14,17-02-2024,"6513,31",Paid,17-02-2024,"84673,03"
INS-00282,LOAN-0035,CUST-0035,15,17-03-2024,"6513,31",Late,23-03-2024,"78159,72"
INS-00283,LOAN-0035,CUST-0035,16,17-04-2024,"6513,31",Paid,18-04-2024,"71646,41"
INS-00284,LOAN-0035,CUST-0035,17,17-05-2024,"6513,31",Paid,19-05-2024,"65133,1"
INS-00285,LOAN-0035,CUST-0035,18,17-06-2024,"6513,31",Paid,17-06-2024,"58619,79"
INS-00286,LOAN-0035,CUST-0035,19,17-07-2024,"6513,31",Paid,18-07-2024,"52106,48"
INS-00287,LOAN-0035,CUST-0035,20,17-08-2024,"6513,31",Late,26-08-2024,"45593,17"
INS-00288,LOAN-0035,CUST-0035,21,17-09-2024,"6513,31",Paid,17-09-2024,"39079,86"
INS-00289,LOAN-0035,CUST-0035,22,17-10-2024,"6513,31",Late,23-10-2024,"32566,55"
INS-00290,LOAN-0035,CUST-0035,23,17-11-2024,"6513,31",Paid,20-11-2024,"26053,24"
INS-00291,LOAN-0035,CUST-0035,24,17-12-2024,"6513,31",Paid,17-12-2024,"19539,93"
INS-00292,LOAN-0035,CUST-0035,25,17-01-2025,"6513,31",Paid,18-01-2025,"13026,62"
INS-00293,LOAN-0035,CUST-0035,26,17-02-2025,"6513,31",Paid,18-02-2025,"6513,31"
INS-00294,LOAN-0035,CUST-0035,27,17-03-2025,"6513,31",Late,24-03-2025,0
INS-00295,LOAN-0037,CUST-0037,1,11-03-2022,"3622,78",Paid,11-03-2022,"76078,38"
INS-00296,LOAN-0037,CUST-0037,2,11-04-2022,"3622,78",Late,28-04-2022,"72455,6"
INS-00297,LOAN-0037,CUST-0037,3,11-05-2022,"3622,78",Paid,12-05-2022,"68832,82"
INS-00298,LOAN-0037,CUST-0037,4,11-06-2022,"3622,78",Paid,12-06-2022,"65210,04"
INS-00299,LOAN-0037,CUST-0037,5,11-07-2022,"3622,78",Paid,13-07-2022,"61587,26"
INS-00300,LOAN-0037,CUST-0037,6,11-08-2022,"3622,78",Paid,15-08-2022,"57964,48"
INS-00301,LOAN-0037,CUST-0037,7,11-09-2022,"3622,78",Paid,14-09-2022,"54341,7"
INS-00302,LOAN-0037,CUST-0037,8,11-10-2022,"3622,78",Paid,11-10-2022,"50718,92"
INS-00303,LOAN-0037,CUST-0037,9,11-11-2022,"3622,78",Paid,15-11-2022,"47096,14"
INS-00304,LOAN-0037,CUST-0037,10,11-12-2022,"3622,78",Paid,12-12-2022,"43473,36"
INS-00305,LOAN-0037,CUST-0037,11,11-01-2023,"3622,78",Late,30-01-2023,"39850,58"
INS-00306,LOAN-0037,CUST-0037,12,11-02-2023,"3622,78",Paid,13-02-2023,"36227,8"
INS-00307,LOAN-0037,CUST-0037,13,11-03-2023,"3622,78",Paid,12-03-2023,"32605,02"
INS-00308,LOAN-0037,CUST-0037,14,11-04-2023,"3622,78",Paid,15-04-2023,"28982,24"
INS-00309,LOAN-0037,CUST-0037,15,11-05-2023,"3622,78",Paid,12-05-2023,"25359,46"
INS-00310,LOAN-0037,CUST-0037,16,11-06-2023,"3622,78",Paid,13-06-2023,"21736,68"
INS-00311,LOAN-0037,CUST-0037,17,11-07-2023,"3622,78",Paid,13-07-2023,"18113,9"
INS-00312,LOAN-0037,CUST-0037,18,11-08-2023,"3622,78",Paid,15-08-2023,"14491,12"
INS-00313,LOAN-0037,CUST-0037,19,11-09-2023,"3622,78",Paid,12-09-2023,"10868,34"
INS-00314,LOAN-0037,CUST-0037,20,11-10-2023,"3622,78",Paid,13-10-2023,"7245,56"
INS-00315,LOAN-0037,CUST-0037,21,11-11-2023,"3622,78",Paid,12-11-2023,"3622,78"
INS-00316,LOAN-0037,CUST-0037,22,11-12-2023,"3622,78",Paid,12-12-2023,0
INS-00317,LOAN-0041,CUST-0041,1,18-10-2022,"10070,97",Paid,18-10-2022,"392767,83"
INS-00318,LOAN-0041,CUST-0041,2,18-11-2022,"10070,97",Paid,20-11-2022,"382696,86"
INS-00319,LOAN-0041,CUST-0041,3,18-12-2022,"10070,97",Paid,19-12-2022,"372625,89"
INS-00320,LOAN-0041,CUST-0041,4,18-01-2023,"10070,97",Paid,20-01-2023,"362554,92"
INS-00321,LOAN-0041,CUST-0041,5,18-02-2023,"10070,97",Paid,21-02-2023,"352483,95"
INS-00322,LOAN-0041,CUST-0041,6,18-03-2023,"10070,97",Paid,20-03-2023,"342412,98"
INS-00323,LOAN-0041,CUST-0041,7,18-04-2023,"10070,97",Paid,22-04-2023,"332342,01"
INS-00324,LOAN-0041,CUST-0041,8,18-05-2023,"10070,97",Paid,22-05-2023,"322271,04"
INS-00325,LOAN-0041,CUST-0041,9,18-06-2023,"10070,97",Paid,20-06-2023,"312200,07"
INS-00326,LOAN-0041,CUST-0041,10,18-07-2023,"10070,97",Paid,21-07-2023,"302129,1"
INS-00327,LOAN-0041,CUST-0041,11,18-08-2023,"10070,97",Paid,19-08-2023,"292058,13"
INS-00328,LOAN-0041,CUST-0041,12,18-09-2023,"10070,97",Paid,19-09-2023,"281987,16"
INS-00329,LOAN-0041,CUST-0041,13,18-10-2023,"10070,97",Paid,19-10-2023,"271916,19"
INS-00330,LOAN-0041,CUST-0041,14,18-11-2023,"10070,97",Paid,22-11-2023,"261845,22"
INS-00331,LOAN-0041,CUST-0041,15,18-12-2023,"10070,97",Paid,22-12-2023,"251774,25"
INS-00332,LOAN-0041,CUST-0041,16,18-01-2024,"10070,97",Paid,22-01-2024,"241703,28"
INS-00333,LOAN-0041,CUST-0041,17,18-02-2024,"10070,97",Paid,22-02-2024,"231632,31"
INS-00334,LOAN-0041,CUST-0041,18,18-03-2024,"10070,97",Paid,20-03-2024,"221561,34"
INS-00335,LOAN-0041,CUST-0041,19,18-04-2024,"10070,97",Paid,18-04-2024,"211490,37"
INS-00336,LOAN-0041,CUST-0041,20,18-05-2024,"10070,97",Paid,22-05-2024,"201419,4"
INS-00337,LOAN-0041,CUST-0041,21,18-06-2024,"10070,97",Paid,21-06-2024,"191348,43"
INS-00338,LOAN-0041,CUST-0041,22,18-07-2024,"10070,97",Paid,18-07-2024,"181277,46"
INS-00339,LOAN-0041,CUST-0041,23,18-08-2024,"10070,97",Late,05-09-2024,"171206,49"
INS-00340,LOAN-0041,CUST-0041,24,18-09-2024,"10070,97",Paid,18-09-2024,"161135,52"
INS-00341,LOAN-0041,CUST-0041,25,18-10-2024,"10070,97",Paid,19-10-2024,"151064,55"
INS-00342,LOAN-0041,CUST-0041,26,18-11-2024,"10070,97",Paid,21-11-2024,"140993,58"
INS-00343,LOAN-0041,CUST-0041,27,18-12-2024,"10070,97",Paid,21-12-2024,"130922,61"
INS-00344,LOAN-0041,CUST-0041,28,18-01-2025,"10070,97",Paid,18-01-2025,"120851,64"
INS-00345,LOAN-0041,CUST-0041,29,18-02-2025,"10070,97",Paid,18-02-2025,"110780,67"
INS-00346,LOAN-0041,CUST-0041,30,18-03-2025,"10070,97",Paid,19-03-2025,"100709,7"
INS-00347,LOAN-0041,CUST-0041,31,18-04-2025,"10070,97",Paid,21-04-2025,"90638,73"
INS-00348,LOAN-0041,CUST-0041,32,18-05-2025,"10070,97",Paid,21-05-2025,"80567,76"
INS-00349,LOAN-0041,CUST-0041,33,18-06-2025,"10070,97",Paid,21-06-2025,"70496,79"
INS-00350,LOAN-0041,CUST-0041,34,18-07-2025,"10070,97",Paid,21-07-2025,"60425,82"
INS-00351,LOAN-0041,CUST-0041,35,18-08-2025,"10070,97",Paid,18-08-2025,"50354,85"
INS-00352,LOAN-0041,CUST-0041,36,18-09-2025,"10070,97",Paid,20-09-2025,"40283,88"
INS-00353,LOAN-0041,CUST-0041,37,18-10-2025,"10070,97",Paid,19-10-2025,"30212,91"
INS-00354,LOAN-0041,CUST-0041,38,18-11-2025,"10070,97",Late,29-11-2025,"20141,94"
INS-00355,LOAN-0041,CUST-0041,39,18-12-2025,"10070,97",Late,02-01-2026,"10070,97"
INS-00356,LOAN-0041,CUST-0041,40,18-01-2026,"10070,97",Paid,18-01-2026,0
INS-00357,LOAN-0042,CUST-0042,1,27-01-2023,"5813,36",Paid,30-01-2023,"255787,84"
INS-00358,LOAN-0042,CUST-0042,2,27-02-2023,"5813,36",Paid,28-02-2023,"249974,48"
INS-00359,LOAN-0042,CUST-0042,3,27-03-2023,"5813,36",Paid,31-03-2023,"244161,12"
INS-00360,LOAN-0042,CUST-0042,4,27-04-2023,"5813,36",Paid,30-04-2023,"238347,76"
INS-00361,LOAN-0042,CUST-0042,5,27-05-2023,"5813,36",Late,06-06-2023,"232534,4"
INS-00362,LOAN-0042,CUST-0042,6,27-06-2023,"5813,36",Paid,01-07-2023,"226721,04"
INS-00363,LOAN-0042,CUST-0042,7,27-07-2023,"5813,36",Paid,30-07-2023,"220907,68"
INS-00364,LOAN-0042,CUST-0042,8,27-08-2023,"5813,36",Paid,29-08-2023,"215094,32"
INS-00365,LOAN-0042,CUST-0042,9,27-09-2023,"5813,36",Paid,28-09-2023,"209280,96"
INS-00366,LOAN-0042,CUST-0042,10,27-10-2023,"5813,36",Paid,28-10-2023,"203467,6"
INS-00367,LOAN-0042,CUST-0042,11,27-11-2023,"5813,36",Late,08-12-2023,"197654,24"
INS-00368,LOAN-0042,CUST-0042,12,27-12-2023,"5813,36",Paid,31-12-2023,"191840,88"
INS-00369,LOAN-0042,CUST-0042,13,27-01-2024,"5813,36",Late,10-02-2024,"186027,52"
INS-00370,LOAN-0042,CUST-0042,14,27-02-2024,"5813,36",Paid,29-02-2024,"180214,16"
INS-00371,LOAN-0042,CUST-0042,15,27-03-2024,"5813,36",Paid,28-03-2024,"174400,8"
INS-00372,LOAN-0042,CUST-0042,16,27-04-2024,"5813,36",Paid,29-04-2024,"168587,44"
INS-00373,LOAN-0042,CUST-0042,17,27-05-2024,"5813,36",Paid,28-05-2024,"162774,08"
INS-00374,LOAN-0042,CUST-0042,18,27-06-2024,"5813,36",Paid,29-06-2024,"156960,72"
INS-00375,LOAN-0042,CUST-0042,19,27-07-2024,"5813,36",Paid,29-07-2024,"151147,36"
INS-00376,LOAN-0042,CUST-0042,20,27-08-2024,"5813,36",Paid,28-08-2024,145334
INS-00377,LOAN-0042,CUST-0042,21,27-09-2024,"5813,36",Paid,27-09-2024,"139520,64"
INS-00378,LOAN-0042,CUST-0042,22,27-10-2024,"5813,36",Paid,30-10-2024,"133707,28"
INS-00379,LOAN-0042,CUST-0042,23,27-11-2024,"5813,36",Late,14-12-2024,"127893,92"
INS-00380,LOAN-0042,CUST-0042,24,27-12-2024,"5813,36",Paid,31-12-2024,"122080,56"
INS-00381,LOAN-0042,CUST-0042,25,27-01-2025,"5813,36",Paid,30-01-2025,"116267,2"
INS-00382,LOAN-0042,CUST-0042,26,27-02-2025,"5813,36",Paid,28-02-2025,"110453,84"
INS-00383,LOAN-0042,CUST-0042,27,27-03-2025,"5813,36",Paid,28-03-2025,"104640,48"
INS-00384,LOAN-0042,CUST-0042,28,27-04-2025,"5813,36",Paid,27-04-2025,"98827,12"
INS-00385,LOAN-0042,CUST-0042,29,27-05-2025,"5813,36",Paid,27-05-2025,"93013,76"
INS-00386,LOAN-0042,CUST-0042,30,27-06-2025,"5813,36",Paid,01-07-2025,"87200,4"
INS-00387,LOAN-0042,CUST-0042,31,27-07-2025,"5813,36",Paid,27-07-2025,"81387,04"
INS-00388,LOAN-0042,CUST-0042,32,27-08-2025,"5813,36",Late,01-09-2025,"75573,68"
INS-00389,LOAN-0042,CUST-0042,33,27-09-2025,"5813,36",Paid,28-09-2025,"69760,32"
INS-00390,LOAN-0042,CUST-0042,34,27-10-2025,"5813,36",Paid,31-10-2025,"63946,96"
INS-00391,LOAN-0042,CUST-0042,35,27-11-2025,"5813,36",Paid,30-11-2025,"58133,6"
INS-00392,LOAN-0042,CUST-0042,36,27-12-2025,"5813,36",Paid,29-12-2025,"52320,24"
INS-00393,LOAN-0042,CUST-0042,37,27-01-2026,"5813,36",Paid,28-01-2026,"46506,88"
INS-00394,LOAN-0042,CUST-0042,38,27-02-2026,"5813,36",Paid,28-02-2026,"40693,52"
INS-00395,LOAN-0042,CUST-0042,39,27-03-2026,"5813,36",Paid,27-03-2026,"34880,16"
INS-00396,LOAN-0042,CUST-0042,40,27-04-2026,"5813,36",Paid,27-04-2026,"29066,8"
INS-00397,LOAN-0042,CUST-0042,41,27-05-2026,"5813,36",Paid,30-05-2026,"23253,44"
INS-00398,LOAN-0042,CUST-0042,42,27-06-2026,"5813,36",Paid,27-06-2026,"17440,08"
INS-00399,LOAN-0042,CUST-0042,43,27-07-2026,"5813,36",Unpaid,,"11626,72"
INS-00400,LOAN-0042,CUST-0042,44,27-08-2026,"5813,36",Unpaid,,"5813,36"
INS-00401,LOAN-0042,CUST-0042,45,27-09-2026,"5813,36",Unpaid,,0
INS-00402,LOAN-0044,CUST-0044,1,04-02-2022,"249,23",Paid,07-02-2022,"3987,68"
INS-00403,LOAN-0044,CUST-0044,2,04-03-2022,"249,23",Paid,08-03-2022,"3738,45"
INS-00404,LOAN-0044,CUST-0044,3,04-04-2022,"249,23",Paid,07-04-2022,"3489,22"
INS-00405,LOAN-0044,CUST-0044,4,04-05-2022,"249,23",Paid,07-05-2022,"3239,99"
INS-00406,LOAN-0044,CUST-0044,5,04-06-2022,"249,23",Late,15-06-2022,"2990,76"
INS-00407,LOAN-0044,CUST-0044,6,04-07-2022,"249,23",Paid,05-07-2022,"2741,53"
INS-00408,LOAN-0044,CUST-0044,7,04-08-2022,"249,23",Paid,08-08-2022,"2492,3"
INS-00409,LOAN-0044,CUST-0044,8,04-09-2022,"249,23",Paid,08-09-2022,"2243,07"
INS-00410,LOAN-0044,CUST-0044,9,04-10-2022,"249,23",Paid,08-10-2022,"1993,84"
INS-00411,LOAN-0044,CUST-0044,10,04-11-2022,"249,23",Paid,06-11-2022,"1744,61"
INS-00412,LOAN-0044,CUST-0044,11,04-12-2022,"249,23",Paid,05-12-2022,"1495,38"
INS-00413,LOAN-0044,CUST-0044,12,04-01-2023,"249,23",Paid,07-01-2023,"1246,15"
INS-00414,LOAN-0044,CUST-0044,13,04-02-2023,"249,23",Paid,04-02-2023,"996,92"
INS-00415,LOAN-0044,CUST-0044,14,04-03-2023,"249,23",Paid,04-03-2023,"747,69"
INS-00416,LOAN-0044,CUST-0044,15,04-04-2023,"249,23",Paid,07-04-2023,"498,46"
INS-00417,LOAN-0044,CUST-0044,16,04-05-2023,"249,23",Late,16-05-2023,"249,23"
INS-00418,LOAN-0044,CUST-0044,17,04-06-2023,"249,23",Paid,05-06-2023,0
INS-00419,LOAN-0051,CUST-0051,1,18-09-2022,"5201,27",Paid,21-09-2022,"67616,51"
INS-00420,LOAN-0051,CUST-0051,2,18-10-2022,"5201,27",Paid,22-10-2022,"62415,24"
INS-00421,LOAN-0051,CUST-0051,3,18-11-2022,"5201,27",Paid,20-11-2022,"57213,97"
INS-00422,LOAN-0051,CUST-0051,4,18-12-2022,"5201,27",Paid,18-12-2022,"52012,7"
INS-00423,LOAN-0051,CUST-0051,5,18-01-2023,"5201,27",Late,29-01-2023,"46811,43"
INS-00424,LOAN-0051,CUST-0051,6,18-02-2023,"5201,27",Paid,20-02-2023,"41610,16"
INS-00425,LOAN-0051,CUST-0051,7,18-03-2023,"5201,27",Paid,20-03-2023,"36408,89"
INS-00426,LOAN-0051,CUST-0051,8,18-04-2023,"5201,27",Paid,18-04-2023,"31207,62"
INS-00427,LOAN-0051,CUST-0051,9,18-05-2023,"5201,27",Paid,21-05-2023,"26006,35"
INS-00428,LOAN-0051,CUST-0051,10,18-06-2023,"5201,27",Paid,22-06-2023,"20805,08"
INS-00429,LOAN-0051,CUST-0051,11,18-07-2023,"5201,27",Paid,21-07-2023,"15603,81"
INS-00430,LOAN-0051,CUST-0051,12,18-08-2023,"5201,27",Paid,18-08-2023,"10402,54"
INS-00431,LOAN-0051,CUST-0051,13,18-09-2023,"5201,27",Paid,21-09-2023,"5201,27"
INS-00432,LOAN-0051,CUST-0051,14,18-10-2023,"5201,27",Paid,20-10-2023,0
INS-00433,LOAN-0053,CUST-0053,1,02-05-2022,"3631,88",Late,16-05-2022,"10895,64"
INS-00434,LOAN-0053,CUST-0053,2,02-06-2022,"3631,88",Paid,04-06-2022,"7263,76"
INS-00435,LOAN-0053,CUST-0053,3,02-07-2022,"3631,88",Paid,05-07-2022,"3631,88"
INS-00436,LOAN-0053,CUST-0053,4,02-08-2022,"3631,88",Paid,03-08-2022,0
INS-00437,LOAN-0055,CUST-0055,1,22-04-2022,"8354,32",Paid,26-04-2022,"492904,88"
INS-00438,LOAN-0055,CUST-0055,2,22-05-2022,"8354,32",Paid,22-05-2022,"484550,56"
INS-00439,LOAN-0055,CUST-0055,3,22-06-2022,"8354,32",Paid,26-06-2022,"476196,24"
INS-00440,LOAN-0055,CUST-0055,4,22-07-2022,"8354,32",Late,07-08-2022,"467841,92"
INS-00441,LOAN-0055,CUST-0055,5,22-08-2022,"8354,32",Paid,23-08-2022,"459487,6"
INS-00442,LOAN-0055,CUST-0055,6,22-09-2022,"8354,32",Paid,22-09-2022,"451133,28"
INS-00443,LOAN-0055,CUST-0055,7,22-10-2022,"8354,32",Paid,23-10-2022,"442778,96"
INS-00444,LOAN-0055,CUST-0055,8,22-11-2022,"8354,32",Paid,23-11-2022,"434424,64"
INS-00445,LOAN-0055,CUST-0055,9,22-12-2022,"8354,32",Paid,26-12-2022,"426070,32"
INS-00446,LOAN-0055,CUST-0055,10,22-01-2023,"8354,32",Paid,24-01-2023,417716
INS-00447,LOAN-0055,CUST-0055,11,22-02-2023,"8354,32",Paid,24-02-2023,"409361,68"
INS-00448,LOAN-0055,CUST-0055,12,22-03-2023,"8354,32",Paid,25-03-2023,"401007,36"
INS-00449,LOAN-0055,CUST-0055,13,22-04-2023,"8354,32",Late,11-05-2023,"392653,04"
INS-00450,LOAN-0055,CUST-0055,14,22-05-2023,"8354,32",Paid,25-05-2023,"384298,72"
INS-00451,LOAN-0055,CUST-0055,15,22-06-2023,"8354,32",Paid,22-06-2023,"375944,4"
INS-00452,LOAN-0055,CUST-0055,16,22-07-2023,"8354,32",Paid,23-07-2023,"367590,08"
INS-00453,LOAN-0055,CUST-0055,17,22-08-2023,"8354,32",Paid,25-08-2023,"359235,76"
INS-00454,LOAN-0055,CUST-0055,18,22-09-2023,"8354,32",Paid,23-09-2023,"350881,44"
INS-00455,LOAN-0055,CUST-0055,19,22-10-2023,"8354,32",Paid,25-10-2023,"342527,12"
INS-00456,LOAN-0055,CUST-0055,20,22-11-2023,"8354,32",Late,05-12-2023,"334172,8"
INS-00457,LOAN-0055,CUST-0055,21,22-12-2023,"8354,32",Paid,24-12-2023,"325818,48"
INS-00458,LOAN-0055,CUST-0055,22,22-01-2024,"8354,32",Paid,26-01-2024,"317464,16"
INS-00459,LOAN-0055,CUST-0055,23,22-02-2024,"8354,32",Paid,24-02-2024,"309109,84"
INS-00460,LOAN-0055,CUST-0055,24,22-03-2024,"8354,32",Paid,22-03-2024,"300755,52"
INS-00461,LOAN-0055,CUST-0055,25,22-04-2024,"8354,32",Paid,24-04-2024,"292401,2"
INS-00462,LOAN-0055,CUST-0055,26,22-05-2024,"8354,32",Late,04-06-2024,"284046,88"
INS-00463,LOAN-0055,CUST-0055,27,22-06-2024,"8354,32",Late,28-06-2024,"275692,56"
INS-00464,LOAN-0055,CUST-0055,28,22-07-2024,"8354,32",Paid,24-07-2024,"267338,24"
INS-00465,LOAN-0055,CUST-0055,29,22-08-2024,"8354,32",Paid,22-08-2024,"258983,92"
INS-00466,LOAN-0055,CUST-0055,30,22-09-2024,"8354,32",Late,01-10-2024,"250629,6"
INS-00467,LOAN-0055,CUST-0055,31,22-10-2024,"8354,32",Paid,24-10-2024,"242275,28"
INS-00468,LOAN-0055,CUST-0055,32,22-11-2024,"8354,32",Late,07-12-2024,"233920,96"
INS-00469,LOAN-0055,CUST-0055,33,22-12-2024,"8354,32",Paid,26-12-2024,"225566,64"
INS-00470,LOAN-0055,CUST-0055,34,22-01-2025,"8354,32",Paid,23-01-2025,"217212,32"
INS-00471,LOAN-0055,CUST-0055,35,22-02-2025,"8354,32",Paid,25-02-2025,208858
INS-00472,LOAN-0055,CUST-0055,36,22-03-2025,"8354,32",Paid,22-03-2025,"200503,68"
INS-00473,LOAN-0055,CUST-0055,37,22-04-2025,"8354,32",Paid,22-04-2025,"192149,36"
INS-00474,LOAN-0055,CUST-0055,38,22-05-2025,"8354,32",Paid,26-05-2025,"183795,04"
INS-00475,LOAN-0055,CUST-0055,39,22-06-2025,"8354,32",Paid,26-06-2025,"175440,72"
INS-00476,LOAN-0055,CUST-0055,40,22-07-2025,"8354,32",Paid,25-07-2025,"167086,4"
INS-00477,LOAN-0055,CUST-0055,41,22-08-2025,"8354,32",Paid,25-08-2025,"158732,08"
INS-00478,LOAN-0055,CUST-0055,42,22-09-2025,"8354,32",Paid,24-09-2025,"150377,76"
INS-00479,LOAN-0055,CUST-0055,43,22-10-2025,"8354,32",Paid,26-10-2025,"142023,44"
INS-00480,LOAN-0055,CUST-0055,44,22-11-2025,"8354,32",Paid,24-11-2025,"133669,12"
INS-00481,LOAN-0055,CUST-0055,45,22-12-2025,"8354,32",Late,30-12-2025,"125314,8"
INS-00482,LOAN-0055,CUST-0055,46,22-01-2026,"8354,32",Paid,25-01-2026,"116960,48"
INS-00483,LOAN-0055,CUST-0055,47,22-02-2026,"8354,32",Paid,22-02-2026,"108606,16"
INS-00484,LOAN-0055,CUST-0055,48,22-03-2026,"8354,32",Paid,25-03-2026,"100251,84"
INS-00485,LOAN-0055,CUST-0055,49,22-04-2026,"8354,32",Paid,25-04-2026,"91897,52"
INS-00486,LOAN-0055,CUST-0055,50,22-05-2026,"8354,32",Paid,26-05-2026,"83543,2"
INS-00487,LOAN-0055,CUST-0055,51,22-06-2026,"8354,32",Paid,22-06-2026,"75188,88"
INS-00488,LOAN-0055,CUST-0055,52,22-07-2026,"8354,32",Unpaid,,"66834,56"
INS-00489,LOAN-0055,CUST-0055,53,22-08-2026,"8354,32",Unpaid,,"58480,24"
INS-00490,LOAN-0055,CUST-0055,54,22-09-2026,"8354,32",Unpaid,,"50125,92"
INS-00491,LOAN-0055,CUST-0055,55,22-10-2026,"8354,32",Unpaid,,"41771,6"
INS-00492,LOAN-0055,CUST-0055,56,22-11-2026,"8354,32",Unpaid,,"33417,28"
INS-00493,LOAN-0055,CUST-0055,57,22-12-2026,"8354,32",Unpaid,,"25062,96"
INS-00494,LOAN-0055,CUST-0055,58,22-01-2027,"8354,32",Unpaid,,"16708,64"
INS-00495,LOAN-0055,CUST-0055,59,22-02-2027,"8354,32",Unpaid,,"8354,32"
INS-00496,LOAN-0055,CUST-0055,60,22-03-2027,"8354,32",Unpaid,,0
INS-00497,LOAN-0056,CUST-0056,1,29-09-2022,"8224,96",Paid,30-09-2022,"74024,64"
INS-00498,LOAN-0056,CUST-0056,2,29-10-2022,"8224,96",Paid,29-10-2022,"65799,68"
INS-00499,LOAN-0056,CUST-0056,3,29-11-2022,"8224,96",Late,15-12-2022,"57574,72"
INS-00500,LOAN-0056,CUST-0056,4,29-12-2022,"8224,96",Paid,29-12-2022,"49349,76"
INS-00501,LOAN-0056,CUST-0056,5,29-01-2023,"8224,96",Paid,31-01-2023,"41124,8"
INS-00502,LOAN-0056,CUST-0056,6,01-03-2023,"8224,96",Paid,01-03-2023,"32899,84"
INS-00503,LOAN-0056,CUST-0056,7,29-03-2023,"8224,96",Paid,30-03-2023,"24674,88"
INS-00504,LOAN-0056,CUST-0056,8,29-04-2023,"8224,96",Paid,03-05-2023,"16449,92"
INS-00505,LOAN-0056,CUST-0056,9,29-05-2023,"8224,96",Paid,29-05-2023,"8224,96"
INS-00506,LOAN-0056,CUST-0056,10,29-06-2023,"8224,96",Paid,29-06-2023,0
INS-00507,LOAN-0059,CUST-0059,1,01-03-2022,"5239,29",Paid,04-03-2022,"188614,44"
INS-00508,LOAN-0059,CUST-0059,2,01-04-2022,"5239,29",Paid,04-04-2022,"183375,15"
INS-00509,LOAN-0059,CUST-0059,3,01-05-2022,"5239,29",Paid,01-05-2022,"178135,86"
INS-00510,LOAN-0059,CUST-0059,4,01-06-2022,"5239,29",Paid,01-06-2022,"172896,57"
INS-00511,LOAN-0059,CUST-0059,5,01-07-2022,"5239,29",Paid,03-07-2022,"167657,28"
INS-00512,LOAN-0059,CUST-0059,6,01-08-2022,"5239,29",Late,15-08-2022,"162417,99"
INS-00513,LOAN-0059,CUST-0059,7,01-09-2022,"5239,29",Paid,03-09-2022,"157178,7"
INS-00514,LOAN-0059,CUST-0059,8,01-10-2022,"5239,29",Paid,05-10-2022,"151939,41"
INS-00515,LOAN-0059,CUST-0059,9,01-11-2022,"5239,29",Late,15-11-2022,"146700,12"
INS-00516,LOAN-0059,CUST-0059,10,01-12-2022,"5239,29",Paid,02-12-2022,"141460,83"
INS-00517,LOAN-0059,CUST-0059,11,01-01-2023,"5239,29",Paid,02-01-2023,"136221,54"
INS-00518,LOAN-0059,CUST-0059,12,01-02-2023,"5239,29",Paid,01-02-2023,"130982,25"
INS-00519,LOAN-0059,CUST-0059,13,01-03-2023,"5239,29",Paid,05-03-2023,"125742,96"
INS-00520,LOAN-0059,CUST-0059,14,01-04-2023,"5239,29",Late,09-04-2023,"120503,67"
INS-00521,LOAN-0059,CUST-0059,15,01-05-2023,"5239,29",Paid,01-05-2023,"115264,38"
